url_len,dom_len,is_ip,tld_len,subdom_cnt,letter_cnt,digit_cnt,special_cnt,eq_cnt,qm_cnt,amp_cnt,dot_cnt,dash_cnt,under_cnt,letter_ratio,digit_ratio,spec_ratio,is_https,slash_cnt,entropy,path_len,query_len,__true_label
45,17,0,7,2,37,0,8,0,0,0,4,0,0,0.822222222,0.0,0.177777778,0,3,3.988547752,5,0,0
34,22,0,2,1,28,0,6,0,0,0,2,1,0,0.823529412,0.0,0.176470588,1,2,3.976449973,0,0,0
60,6,0,2,0,46,8,6,0,0,0,1,1,0,0.766666667,0.133333333,0.1,1,3,4.998068512,46,0,1
45,21,0,3,1,33,6,6,0,0,0,2,1,0,0.733333333,0.133333333,0.133333333,1,2,4.417085808,0,0,1
29,20,0,3,0,24,0,5,0,0,0,1,0,0,0.827586207,0.0,0.172413793,1,3,3.909368064,1,0,0
22,10,0,2,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.754441846,1,0,0
24,9,0,2,1,17,0,7,0,0,0,2,0,0,0.708333333,0.0,0.291666667,0,4,3.522055209,4,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.754441846,1,0,0
23,14,0,3,0,18,0,5,0,0,0,1,0,0,0.782608696,0.0,0.217391304,1,3,3.849223912,1,0,0
29,17,0,3,1,23,0,6,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,3.814371943,1,0,0
68,12,0,3,1,58,0,10,0,0,0,2,4,0,0.852941176,0.0,0.147058824,1,3,4.116064129,44,0,0
28,16,0,5,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,0,3,3.770942422,1,0,0
20,11,0,3,0,15,0,5,0,0,0,1,0,0,0.75,0.0,0.25,1,3,3.30869497,1,0,0
41,22,0,2,1,34,0,7,0,0,0,2,1,0,0.829268293,0.0,0.170731707,0,3,3.97878798,8,0,0
28,15,0,3,1,22,0,6,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,3.985228136,1,0,0
31,9,0,5,1,21,2,8,0,0,0,3,0,0,0.677419355,0.064516129,0.258064516,0,4,4.066784213,11,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.663532755,1,0,0
27,15,0,5,1,19,0,8,0,0,0,3,1,0,0.703703704,0.0,0.296296296,0,3,3.828237502,1,0,0
95,20,0,6,1,71,6,18,4,1,3,4,0,1,0.747368421,0.063157895,0.189473684,0,4,4.673318868,14,49,0
22,10,0,5,1,16,0,6,0,0,0,3,0,0,0.727272727,0.0,0.272727273,1,2,3.572623664,0,0,0
35,16,0,5,1,27,0,8,0,0,0,4,0,0,0.771428571,0.0,0.228571429,0,3,3.900153017,8,0,0
23,11,0,5,1,16,0,7,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,3.642489673,1,0,0
36,15,0,3,1,30,0,6,0,0,0,2,0,0,0.833333333,0.0,0.166666667,1,3,4.194385683,1,0,1
18,10,0,2,0,13,0,5,0,0,0,1,0,0,0.722222222,0.0,0.277777778,0,3,3.572431251,1,0,0
25,12,0,3,1,20,0,5,0,0,0,2,0,0,0.8,0.0,0.2,1,2,3.62346519,0,0,0
43,17,0,3,1,37,0,6,0,0,0,2,0,0,0.860465116,0.0,0.139534884,0,3,4.051394627,15,0,0
24,6,0,2,2,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3.40726823,1,0,0
27,15,0,2,1,21,0,6,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,3.70804815,1,0,0
28,16,0,3,1,22,0,6,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,3.869331261,1,0,0
32,20,0,3,1,26,0,6,0,0,0,2,0,0,0.8125,0.0,0.1875,0,3,3.952819531,1,0,0
31,16,0,2,1,24,0,7,0,0,0,2,0,0,0.774193548,0.0,0.225806452,0,4,3.873235826,4,0,0
18,10,0,5,0,13,0,5,0,0,0,2,0,0,0.722222222,0.0,0.277777778,1,2,3.350209029,0,0,0
30,15,0,3,0,23,0,7,0,0,0,2,1,0,0.766666667,0.0,0.233333333,1,3,3.764735179,7,0,1
60,10,0,6,1,46,1,13,2,1,1,4,1,0,0.766666667,0.016666667,0.216666667,0,3,4.685487054,13,25,0
21,10,0,5,1,15,0,6,0,0,0,3,0,0,0.714285714,0.0,0.285714286,0,2,3.499227542,0,0,0
38,9,0,2,1,31,0,7,0,0,0,2,0,0,0.815789474,0.0,0.184210526,1,4,4.020843553,10,0,1
23,11,0,6,1,16,0,7,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,3.48989076,1,0,0
34,11,0,3,1,24,4,6,0,0,0,2,1,0,0.705882353,0.117647059,0.176470588,0,2,4.334238121,0,0,1
175,10,0,3,1,138,17,20,3,1,2,2,1,1,0.788571429,0.097142857,0.114285714,1,7,5.59659145,108,43,1
67,9,0,2,2,48,5,14,1,1,0,7,0,0,0.71641791,0.074626866,0.208955224,0,4,4.529735504,18,22,0
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.546439345,1,0,0
31,7,0,2,1,21,2,8,0,0,0,2,0,1,0.677419355,0.064516129,0.258064516,0,4,3.962103165,13,0,0
28,16,0,11,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,0,3,3.655045547,1,0,0
20,7,0,2,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,1,3,3.446439345,1,0,0
24,11,0,5,1,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,1,3,3.625814584,1,0,0
20,8,0,2,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.50869497,1,0,0
31,18,0,3,1,25,0,6,0,0,0,2,0,0,0.806451613,0.0,0.193548387,1,3,4.147114052,1,0,0
33,11,0,3,1,26,0,7,0,0,0,3,0,0,0.787878788,0.0,0.212121212,0,3,4.020926316,11,0,0
35,20,0,3,0,28,0,7,0,0,0,2,1,0,0.8,0.0,0.2,1,3,4.107156231,7,0,1
24,11,0,2,1,18,0,6,0,0,0,2,1,0,0.75,0.0,0.25,1,2,3.855388542,0,0,0
30,18,0,2,1,23,0,7,0,0,0,2,1,0,0.766666667,0.0,0.233333333,0,3,3.989898095,1,0,0
27,15,0,2,1,22,0,5,0,0,0,2,0,0,0.814814815,0.0,0.185185185,1,2,3.736006946,0,0,0
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.446439345,1,0,0
39,27,0,3,1,33,0,6,0,0,0,2,0,0,0.846153846,0.0,0.153846154,0,3,4.124268565,1,0,0
26,17,0,3,0,21,0,5,0,0,0,1,0,0,0.807692308,0.0,0.192307692,1,3,3.844106545,1,0,0
23,5,0,2,1,12,4,7,0,1,0,2,0,0,0.52173913,0.173913043,0.304347826,1,3,3.849223912,1,4,0
45,12,0,6,1,34,0,11,1,1,0,4,0,0,0.755555556,0.0,0.244444444,0,4,4.061530252,14,7,0
26,14,0,3,1,21,0,5,0,0,0,2,0,0,0.807692308,0.0,0.192307692,1,2,3.738149333,0,0,0
34,22,0,3,1,28,0,6,0,0,0,2,0,0,0.823529412,0.0,0.176470588,0,3,4.094097032,1,0,0
25,16,0,3,0,19,0,6,0,0,0,1,1,0,0.76,0.0,0.24,1,3,4.02346519,1,0,1
24,15,0,3,0,19,0,5,0,0,0,1,0,0,0.791666667,0.0,0.208333333,1,3,3.522055209,1,0,0
22,10,0,2,1,15,1,6,0,0,0,2,0,0,0.681818182,0.045454545,0.272727273,0,3,3.663532755,1,0,0
30,22,0,2,0,24,0,6,0,0,0,1,1,0,0.8,0.0,0.2,0,3,3.923231429,1,0,0
52,20,0,3,2,41,0,11,0,0,0,3,3,0,0.788461538,0.0,0.211538462,1,4,4.320162074,17,0,0
56,8,0,3,1,46,0,10,0,0,0,2,3,0,0.821428571,0.0,0.178571429,1,4,4.15256402,36,0,0
21,9,0,5,1,14,0,7,0,0,0,3,1,0,0.666666667,0.0,0.333333333,1,2,3.499227542,0,0,0
24,12,0,5,1,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3.605388542,1,0,0
22,6,0,3,2,15,0,7,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,3.720128777,1,0,0
27,14,0,3,1,20,0,7,0,0,0,2,1,0,0.740740741,0.0,0.259259259,1,3,3.930270372,1,0,0
93,6,0,3,1,76,0,17,0,0,0,2,8,0,0.817204301,0.0,0.182795699,1,6,4.212095408,75,0,0
22,10,0,2,1,17,0,5,0,0,0,2,0,0,0.772727273,0.0,0.227272727,1,2,3.697845823,0,0,0
28,13,0,3,1,21,0,7,0,0,0,2,0,0,0.75,0.0,0.25,0,4,3.851823226,4,0,0
27,11,0,3,2,20,0,7,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,3.60601528,1,0,0
29,13,0,6,1,20,0,9,0,0,0,3,1,0,0.689655172,0.0,0.310344828,0,4,3.78834134,5,0,0
21,13,0,3,0,16,0,5,0,0,0,1,0,0,0.761904762,0.0,0.238095238,0,3,3.689703732,1,0,0
28,16,0,6,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,0,3,3.842370993,1,0,0
22,10,0,2,1,17,0,5,0,0,0,2,0,0,0.772727273,0.0,0.227272727,1,2,3.788754914,0,0,0
29,17,0,3,1,23,0,6,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,4.116264616,1,0,0
27,11,0,3,1,20,0,7,0,0,0,2,0,0,0.740740741,0.0,0.259259259,1,4,3.884155095,4,0,0
62,14,0,3,1,52,0,10,0,0,0,2,3,0,0.838709677,0.0,0.161290323,1,4,4.268656093,36,0,0
41,13,0,5,2,30,0,11,0,0,0,5,1,0,0.731707317,0.0,0.268292683,0,4,4.324270834,14,0,0
22,8,0,5,1,16,0,6,0,0,0,3,0,0,0.727272727,0.0,0.272727273,1,2,3.572623664,0,0,0
40,6,0,2,1,31,0,9,0,0,0,3,0,0,0.775,0.0,0.225,0,5,4.17507052,22,0,0
36,18,0,3,0,29,0,7,0,0,0,2,1,0,0.805555556,0.0,0.194444444,1,3,4.141604168,10,0,1
34,6,0,3,1,24,1,9,0,0,0,3,0,0,0.705882353,0.029411765,0.264705882,0,5,3.57322921,16,0,0
24,12,0,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.772055209,1,0,0
23,11,0,5,1,17,0,6,0,0,0,3,0,0,0.739130435,0.0,0.260869565,1,2,3.555533151,0,0,0
19,6,0,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,1,3,3.431623566,1,0,0
18,9,0,5,0,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,1,3,3.239097918,1,0,0
26,14,0,2,1,19,0,7,0,0,0,2,1,0,0.730769231,0.0,0.269230769,0,3,3.87314068,1,0,0
23,9,0,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.344456935,3,0,0
20,9,0,2,0,14,0,6,0,0,0,1,0,0,0.7,0.0,0.3,0,4,3.321928095,4,0,0
20,8,0,2,1,12,2,6,0,0,0,2,0,0,0.6,0.1,0.3,0,3,3.646439345,1,0,0
26,9,0,3,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,3.397581911,1,0,1
23,11,0,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.46857663,1,0,0
22,10,0,3,1,17,0,5,0,0,0,2,0,0,0.772727273,0.0,0.227272727,1,2,3.459431619,0,0,0
15,7,0,3,0,10,0,5,0,0,0,1,0,0,0.666666667,0.0,0.333333333,0,3,3.272905595,1,0,0
22,14,0,3,0,17,0,5,0,0,0,1,0,0,0.772727273,0.0,0.227272727,0,3,3.879664005,1,0,0
22,10,0,5,1,15,0,7,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,3.447401505,1,0,0
38,11,0,3,1,29,0,9,0,0,0,2,1,0,0.763157895,0.0,0.236842105,0,5,4.356498488,16,0,0
28,15,0,3,1,22,0,6,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,3.869331261,1,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.538310596,1,0,0
22,10,0,2,1,15,0,7,0,0,0,2,1,0,0.681818182,0.0,0.318181818,0,3,3.663532755,1,0,0
18,6,0,2,1,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,3.308270835,1,0,0
23,7,0,2,2,16,0,7,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,3.435755434,1,0,0
24,11,0,6,1,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,1,3,3.740601563,1,0,0
25,16,0,3,0,20,0,5,0,0,0,1,0,0,0.8,0.0,0.2,1,3,3.91326969,1,0,0
29,21,0,3,0,24,0,5,0,0,0,1,0,0,0.827586207,0.0,0.172413793,0,3,3.693345219,1,0,0
21,9,0,3,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.558518613,1,0,0
36,24,0,3,1,30,0,6,0,0,0,2,0,0,0.833333333,0.0,0.166666667,0,3,4.041336377,1,0,0
43,35,0,3,0,38,0,5,0,0,0,1,0,0,0.88372093,0.0,0.11627907,0,3,4.024388593,1,0,0
23,8,0,3,1,16,0,7,0,0,0,2,0,0,0.695652174,0.0,0.304347826,0,4,3.621175543,4,0,0
19,6,0,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,1,3,3.431623566,1,0,0
26,14,0,3,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,3.584303179,1,0,0
23,11,0,6,1,16,0,7,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,3.642489673,1,0,0
45,12,0,3,1,36,0,9,0,0,0,3,0,0,0.8,0.0,0.2,0,5,4.383535252,21,0,0
23,10,0,6,1,16,0,7,0,0,0,3,0,0,0.695652174,0.0,0.304347826,1,3,3.555533151,1,0,0
16,8,0,2,0,11,0,5,0,0,0,1,0,0,0.6875,0.0,0.3125,0,3,3.452819531,1,0,0
24,15,0,3,0,18,0,6,0,0,0,1,1,0,0.75,0.0,0.25,1,3,3.823934896,1,0,0
25,16,0,6,0,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3.73366069,1,0,0
29,9,0,6,1,19,1,9,0,0,0,3,0,0,0.655172414,0.034482759,0.310344828,0,5,3.715932186,8,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.572623664,1,0,0
59,11,0,3,1,46,5,8,0,0,0,2,2,0,0.779661017,0.084745763,0.13559322,1,3,4.9373136,30,0,1
32,19,0,3,1,26,0,6,0,0,0,2,0,0,0.8125,0.0,0.1875,1,3,3.991729297,1,0,0
27,15,0,3,1,21,0,6,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,3.782122224,1,0,0
22,10,0,6,1,15,0,7,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,3.538310596,1,0,0
24,15,0,3,0,19,0,5,0,0,0,1,0,0,0.791666667,0.0,0.208333333,1,3,3.938721876,1,0,0
35,20,0,3,0,27,0,8,0,0,0,2,2,0,0.771428571,0.0,0.228571429,1,3,3.921721231,7,0,1
58,10,0,3,4,47,0,11,0,0,0,5,0,1,0.810344828,0.0,0.189655172,1,4,4.382398083,14,0,1
24,8,0,2,2,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3.709147917,1,0,0
15,7,0,3,0,11,0,4,0,0,0,1,0,0,0.733333333,0.0,0.266666667,1,2,3.373557262,0,0,0
25,12,0,2,1,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3.83326969,1,0,0
22,10,0,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.572623664,1,0,0
23,6,0,3,2,16,0,7,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,3.522711956,1,0,0
23,11,0,3,1,14,3,6,0,0,0,2,0,0,0.608695652,0.130434783,0.260869565,0,3,3.642489673,1,0,0
31,12,0,6,2,23,0,8,0,0,0,4,0,0,0.741935484,0.0,0.258064516,0,3,3.977916875,1,0,0
31,10,0,3,1,25,0,6,0,0,0,2,0,0,0.806451613,0.0,0.193548387,1,3,4.058246713,1,0,1
20,8,0,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.346439345,1,0,0
25,17,0,3,0,20,0,5,0,0,0,1,0,0,0.8,0.0,0.2,0,3,3.86346519,1,0,0
30,18,0,3,1,24,0,6,0,0,0,2,0,0,0.8,0.0,0.2,0,3,3.669576746,1,0,0
32,20,0,3,1,26,0,6,0,0,0,2,0,0,0.8125,0.0,0.1875,0,3,3.991729297,1,0,0
31,19,0,3,1,25,0,6,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,4.002268084,1,0,0
20,11,0,3,0,15,0,5,0,0,0,1,0,0,0.75,0.0,0.25,1,3,3.58418372,1,0,0
20,8,0,2,1,15,0,5,0,0,0,2,0,0,0.75,0.0,0.25,1,2,3.446439345,0,0,0
26,6,0,2,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,3.613337314,8,0,0
25,12,0,3,1,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3.83326969,1,0,0
24,12,0,6,1,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3.823934896,1,0,0
28,13,0,3,0,21,2,5,0,0,0,1,0,0,0.75,0.071428571,0.178571429,1,3,4.208966083,7,0,1
94,14,0,2,1,79,0,15,0,0,0,2,6,0,0.840425532,0.0,0.159574468,1,6,4.231109305,68,0,0
23,11,0,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.675310869,1,0,0
33,20,0,3,1,27,0,6,0,0,0,2,0,0,0.818181818,0.0,0.181818182,1,3,4.066677074,1,0,0
45,12,0,3,1,36,0,9,0,0,0,3,0,1,0.8,0.0,0.2,0,4,4.396648374,22,0,0
40,11,0,3,1,19,15,6,0,0,0,2,0,0,0.475,0.375,0.15,1,3,4.156198333,16,0,1
40,10,0,3,1,32,2,6,0,0,0,2,0,0,0.8,0.05,0.15,1,3,4.177567157,1,0,1
28,9,0,2,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,0,3,3.842370993,8,0,0
20,8,0,2,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.30869497,1,0,0
30,18,0,3,1,24,0,6,0,0,0,2,0,0,0.8,0.0,0.2,0,3,4.006238929,1,0,0
33,13,0,2,2,25,0,8,0,0,0,3,0,0,0.757575758,0.0,0.242424242,0,4,3.813206529,4,0,0
22,6,0,2,0,13,4,5,0,0,0,1,0,0,0.590909091,0.181818182,0.227272727,1,3,3.788754914,8,0,1
175,10,0,3,1,141,13,21,3,1,2,2,1,2,0.805714286,0.074285714,0.12,1,7,5.502656811,108,43,1
25,12,0,3,1,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3.86346519,1,0,0
24,12,0,3,1,17,0,7,0,0,0,2,1,0,0.708333333,0.0,0.291666667,0,3,3.625814584,1,0,0
22,10,0,2,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.720128777,1,0,0
16,9,0,3,0,12,0,4,0,0,0,1,0,0,0.75,0.0,0.25,0,2,3.5,0,0,0
26,13,0,2,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,3.767183468,1,0,0
27,10,0,3,1,21,0,6,0,0,0,2,0,0,0.777777778,0.0,0.222222222,1,3,4.032303243,1,0,1
50,15,0,4,3,39,1,10,0,0,0,4,1,0,0.78,0.02,0.2,1,4,4.36637013,9,0,1
31,12,0,2,2,23,0,8,0,0,0,3,1,0,0.741935484,0.0,0.258064516,0,3,4.042433004,1,0,0
19,6,0,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,1,3,3.536886724,1,0,0
21,10,0,2,1,16,0,5,0,0,0,2,0,0,0.761904762,0.0,0.238095238,0,2,3.558518613,0,0,0
37,14,0,5,1,28,0,9,0,0,0,4,0,0,0.756756757,0.0,0.243243243,0,4,4.06716519,12,0,0
32,19,0,3,1,26,0,6,0,0,0,2,0,0,0.8125,0.0,0.1875,1,3,3.905639062,1,0,0
57,19,0,3,1,44,4,9,0,0,0,2,3,0,0.771929825,0.070175439,0.157894737,1,3,4.578785743,1,0,1
