feature,mean_abs_shap,mean_shap,rank,imbalance_method
qty_exclamation_params,0.0009463599968585841,9.923032153558038e-05,69,smote
qty_dollar_params,0.0009242048321182087,-0.0001404156057282936,70,smote
url_shortened,0.0008237625366911263,-0.00036182743816768443,71,smote
qty_params,0.0008167636994463189,8.143567515027441e-05,72,smote
qty_questionmark_params,0.0007203841976814548,-1.809728323394032e-06,73,smote
qty_underline_url,0.0003793751389277826,-6.769311109162185e-05,74,smote
qty_at_url,0.00023035414441781028,-6.711912280920392e-05,75,smote
qty_percent_url,0.00021098704230375308,-2.5416312509176084e-05,76,smote
domain_in_ip,0.00014578390964698162,-0.00014571242809967302,77,smote
qty_and_url,0.00012140165325792819,-2.8416923825245032e-05,78,smote
qty_plus_url,9.21962640948244e-05,-2.6754261820087375e-05,79,smote
email_in_url,4.9455762986031296e-05,-3.7916873257246436e-05,80,smote
url_google_index,3.459862739372323e-05,3.1355124588022054e-06,81,smote
server_client_domain,3.239751778652319e-05,1.1427595431297303e-05,82,smote
qty_exclamation_url,2.449373780236372e-05,1.997189285925153e-05,83,smote
domain_google_index,2.0317947992396123e-05,2.8779283341339868e-08,84,smote
qty_questionmark_url,1.5090424156908448e-05,-4.337524620448952e-06,85,smote
qty_tilde_url,9.83015944962319e-06,-6.777402489386758e-06,86,smote
qty_comma_url,7.559408771799408e-06,6.084842827819772e-06,87,smote
qty_asterisk_url,6.983671029332472e-06,-6.983671029332472e-06,88,smote
qty_dollar_url,3.807221897453379e-06,-3.807221897453379e-06,89,smote
qty_underline_domain,3.3422713175509566e-06,-2.063136371482932e-08,90,smote
qty_space_url,1.2137895541856162e-06,-1.1238390992206616e-06,91,smote
qty_hashtag_url,3.97019182807264e-07,-3.97019182807264e-07,92,smote
qty_at_domain,3.3048252892446673e-07,-3.3048252892446673e-07,93,smote
time_domain_activation,0.06112682931529124,-0.03313904564819641,1,smoteenn
directory_length,0.036653650665894176,-0.020932706305454712,2,smoteenn
length_url,0.030677040792071134,-0.002564717328173166,3,smoteenn
qty_slash_directory,0.024237581177726984,-0.013283172793120234,4,smoteenn
qty_slash_url,0.02285066477611519,-0.013447090640454707,5,smoteenn
qty_dot_domain,0.022186472903497612,-0.005940974612448247,6,smoteenn
qty_dot_directory,0.016150059882301778,-0.004874131448879978,7,smoteenn
qty_dollar_directory,0.015657182455553195,-0.0017947898353378032,8,smoteenn
file_length,0.01479325192711471,-0.00435903152060387,9,smoteenn
qty_plus_directory,0.013217002964174128,-0.0016226818272906394,10,smoteenn
qty_and_directory,0.012632731340170737,-0.001569966898421117,11,smoteenn
qty_tilde_file,0.012525196470711713,-0.0011763786022769285,12,smoteenn
ttl_hostname,0.012271028452453241,-0.002969668304182899,13,smoteenn
qty_and_file,0.01200254939381497,-0.001317549861520539,14,smoteenn
qty_exclamation_file,0.011957622468820041,-0.001415864728308414,15,smoteenn
time_domain_expiration,0.011108981570102313,-0.00462426641655799,16,smoteenn
qty_dot_file,0.010895756344901057,-0.004157980689458487,17,smoteenn
qty_equal_directory,0.010739351728438852,-0.0014089701833373677,18,smoteenn
qty_underline_directory,0.010195384714169219,-0.000925077113261204,19,smoteenn
qty_tilde_directory,0.010048309110219712,-0.0009169893197006491,20,smoteenn
qty_dot_url,0.009692901220656898,-0.0034379574690612314,21,smoteenn
qty_asterisk_file,0.00965839125374003,-0.0010944468478695912,22,smoteenn
qty_percent_directory,0.009631552418217582,-0.0009826782869880777,23,smoteenn
qty_exclamation_directory,0.009124077983181272,-0.0009865158115399345,24,smoteenn
qty_equal_file,0.00907514551413039,-0.0009304125382914619,25,smoteenn
qty_questionmark_directory,0.008992435065469638,-0.001096477578569383,26,smoteenn
qty_percent_file,0.008988406401220238,-0.0009855163268077045,27,smoteenn
qty_comma_directory,0.008884623069165638,-0.0008131745224415693,28,smoteenn
asn_ip,0.008471672503715355,-0.0018796537751564334,29,smoteenn
qty_space_file,0.007985777052370477,-0.0008339738464151563,30,smoteenn
qty_hyphen_file,0.007960679877962777,-0.0007918189800707112,31,smoteenn
qty_plus_file,0.007776358657717034,-0.0008113934984155613,32,smoteenn
qty_space_directory,0.007301333293100726,-0.0006782450143456406,33,smoteenn
qty_ip_resolved,0.00707492542198005,-0.001974120967053491,34,smoteenn
qty_at_file,0.007036209109507599,-0.0006491263588055872,35,smoteenn
qty_mx_servers,0.007016800892883061,-0.0024542197777052957,36,smoteenn
time_response,0.007004551522009322,-0.0017481215036116487,37,smoteenn
qty_underline_file,0.006692311436925081,-0.00036819800162273165,38,smoteenn
qty_comma_file,0.006624746468532909,-0.0007504573850088381,39,smoteenn
qty_at_directory,0.00592955082194874,-0.0006753799092399451,40,smoteenn
qty_nameservers,0.005821767813992034,-0.0015551084824483932,41,smoteenn
domain_length,0.005784205921584184,-0.0022061466771922706,42,smoteenn
qty_hyphen_directory,0.005751675418992942,-0.0006027389621833716,43,smoteenn
tls_ssl_certificate,0.005700086206259304,-0.001058959197989941,44,smoteenn
qty_hyphen_url,0.005213736732033418,-0.0010354867937620545,45,smoteenn
qty_asterisk_directory,0.005200802488205284,-0.00038411278549839125,46,smoteenn
qty_vowels_domain,0.004947609026935419,-0.0019234159078726006,47,smoteenn
qty_redirects,0.003928685740117474,-0.00112242796864664,48,smoteenn
params_length,0.003248342434921346,0.0005517311161726055,49,smoteenn
qty_hyphen_domain,0.0029173722683969523,-0.0009952765801149207,50,smoteenn
domain_spf,0.0025538694411355966,-0.0004124196106058725,51,smoteenn
tld_present_params,0.0020502191678033106,0.0009420090150671064,52,smoteenn
qty_asterisk_params,0.0018612922824972921,0.00113973962008875,53,smoteenn
qty_dollar_params,0.001796110689743449,0.0005863953296785575,54,smoteenn
qty_hashtag_params,0.0017206364318112304,0.0008723382210584934,55,smoteenn
qty_equal_params,0.0016851247758711701,0.0009677757736703001,56,smoteenn
qty_tilde_params,0.001633448106297416,0.0005333701538758255,57,smoteenn
qty_slash_params,0.0016272354373805147,0.0010070324645825859,58,smoteenn
qty_plus_params,0.0015828106514281968,0.0006454954890166454,59,smoteenn
qty_dot_params,0.0014814097044922613,0.0006300954219590149,60,smoteenn
qty_exclamation_params,0.001456215759111439,0.0005472362240051533,61,smoteenn
qty_at_params,0.0013930874717293727,0.0007414662327976394,62,smoteenn
qty_and_params,0.0013918791530104888,0.000429443998451467,63,smoteenn
qty_comma_params,0.001307571354766409,0.000509961579097765,64,smoteenn
qty_space_params,0.0012580787654674502,0.0007833893237763517,65,smoteenn
qty_params,0.0011954909255615029,0.0006119669826299775,66,smoteenn
qty_hyphen_params,0.0011442421640056714,0.0004977331127892189,67,smoteenn
qty_questionmark_params,0.0011428477460412145,0.0006111367590876623,68,smoteenn
qty_equal_url,0.0011311569265425305,0.0005548710445385443,69,smoteenn
qty_underline_params,0.001088261606445152,0.00032769750866142315,70,smoteenn
qty_percent_params,0.0010484589405130183,0.0006378446452347046,71,smoteenn
url_shortened,0.0009471335786125695,-0.0005151582089954125,72,smoteenn
qty_tld_url,0.0006325632672770598,-0.0002833342012270943,73,smoteenn
qty_underline_url,0.00037974895837152424,-8.244874707898683e-05,74,smoteenn
qty_percent_url,0.00024918409055556105,-2.8957515430728098e-05,75,smoteenn
qty_and_url,0.00023299160244550168,-1.7991101650006552e-05,76,smoteenn
qty_at_url,0.00013728603075778645,-1.9061791902539934e-05,77,smoteenn
domain_in_ip,0.0001116079331457286,-0.0001116079331457286,78,smoteenn
qty_plus_url,4.845258704517803e-05,-9.810846745903717e-06,79,smoteenn
server_client_domain,2.6205227992350308e-05,2.681651996106102e-06,80,smoteenn
qty_exclamation_url,2.023899258207244e-05,1.482627587635698e-05,81,smoteenn
url_google_index,1.6906321908196978e-05,4.910811579012518e-06,82,smoteenn
email_in_url,1.548958263484468e-05,-5.991675839232392e-06,83,smoteenn
qty_comma_url,1.5420759853247937e-05,1.420782293541514e-05,84,smoteenn
domain_google_index,1.5240259822170906e-05,4.5937184603929e-06,85,smoteenn
qty_questionmark_url,9.1169088905468e-06,-7.238748157367652e-07,86,smoteenn
qty_tilde_url,7.3350379709509e-06,-7.3350379709509e-06,87,smoteenn
qty_asterisk_url,3.369010972349988e-06,-3.369010972349988e-06,88,smoteenn
qty_underline_domain,2.1451086852680767e-06,-1.450792265298577e-06,89,smoteenn
qty_dollar_url,2.00833798937313e-06,-2.00833798937313e-06,90,smoteenn
qty_at_domain,8.526849230053497e-07,-8.526849230053497e-07,91,smoteenn
qty_space_url,7.899621387224431e-07,-7.456717335148413e-07,92,smoteenn
qty_hashtag_url,3.1574733153688274e-07,-3.1574733153688274e-07,93,smoteenn
time_domain_activation,0.06324395701608287,-0.02953798252472629,1,random_undersampling
length_url,0.03767202887246604,-0.0043501854972325185,2,random_undersampling
directory_length,0.03311293805702689,-0.01655391148536418,3,random_undersampling
qty_slash_directory,0.027003334642385003,-0.013504703766788907,4,random_undersampling
qty_dot_domain,0.02368283103109552,-0.005624902715330917,5,random_undersampling
qty_slash_url,0.022695404745511974,-0.011599028134817741,6,random_undersampling
file_length,0.016188439816263202,-0.004438163080889136,7,random_undersampling
qty_dot_directory,0.015701826118271787,-0.005033357201795897,8,random_undersampling
qty_dollar_directory,0.014704585717037632,-0.0020611489861740505,9,random_undersampling
ttl_hostname,0.012967210863681434,-0.0024041156171823266,10,random_undersampling
qty_tilde_file,0.012918460942559494,-0.001467539640730083,11,random_undersampling
qty_plus_directory,0.012401376225977654,-0.0016923300445969172,12,random_undersampling
qty_and_directory,0.012036649953062186,-0.0013295113864798375,13,random_undersampling
time_domain_expiration,0.011501009274468739,-0.004607489812693759,14,random_undersampling
qty_and_file,0.011333556157289893,-0.0009501536934055048,15,random_undersampling
qty_exclamation_file,0.011331421792441822,-0.0018195560255373922,16,random_undersampling
qty_dot_url,0.010459401918322793,-0.00368039253931596,17,random_undersampling
asn_ip,0.010155720869159342,-0.001814536601606303,18,random_undersampling
qty_equal_directory,0.01002957860371631,-0.001379692433273002,19,random_undersampling
qty_dot_file,0.009917484778984686,-0.0034091666036328715,20,random_undersampling
qty_tilde_directory,0.009313063030503593,-0.0008908252943621715,21,random_undersampling
qty_underline_directory,0.009269304986763281,-0.0010627486521275148,22,random_undersampling
qty_asterisk_file,0.009191715360899928,-0.0010651990998241045,23,random_undersampling
qty_percent_directory,0.00893820665000289,-0.0010106387999507373,24,random_undersampling
qty_exclamation_directory,0.00857753184762571,-0.0009692828307619198,25,random_undersampling
qty_percent_file,0.008370855320932508,-0.0009344142784030447,26,random_undersampling
qty_questionmark_directory,0.00833430575676073,-0.0008025203007876821,27,random_undersampling
qty_comma_directory,0.008270532096100973,-0.001104752712012399,28,random_undersampling
qty_equal_file,0.008235315695220898,-0.0011700281437264878,29,random_undersampling
qty_hyphen_file,0.008002728482469619,-0.0007570754387401207,30,random_undersampling
qty_plus_file,0.0074485205319058485,-0.0010412950135514753,31,random_undersampling
qty_space_directory,0.006834351254827236,-0.00040592229661560173,32,random_undersampling
qty_at_file,0.006789862877073418,-0.0007455157977019697,33,random_undersampling
qty_underline_file,0.006568963530623836,-0.0004040365590969417,34,random_undersampling
qty_mx_servers,0.006533903381609778,-0.001723408039096056,35,random_undersampling
qty_comma_file,0.006471934912949833,-0.000741784937679137,36,random_undersampling
domain_length,0.006373180258435402,-0.002555968483208704,37,random_undersampling
time_response,0.006258090682145724,-0.0009267313967771562,38,random_undersampling
qty_space_file,0.0062567704163499814,-0.001018796230892371,39,random_undersampling
qty_hyphen_directory,0.005704137329750727,-0.0004177460038114047,40,random_undersampling
qty_at_directory,0.005539167342594691,-0.0006574089586082973,41,random_undersampling
qty_nameservers,0.00552462657618092,-0.0011272314571816502,42,random_undersampling
qty_ip_resolved,0.005165290764121564,-0.0011268786752620349,43,random_undersampling
qty_asterisk_directory,0.004981277239905853,-0.00043331728069391707,44,random_undersampling
tls_ssl_certificate,0.00496538451220351,-0.0009317073796230533,45,random_undersampling
qty_vowels_domain,0.004958726406395558,-0.001180780543833559,46,random_undersampling
qty_hyphen_url,0.00486194319293063,-0.0005402142962233751,47,random_undersampling
qty_redirects,0.0043520026508953695,-0.0007327265218701742,48,random_undersampling
domain_spf,0.003520940364407183,-0.0003278427719703779,49,random_undersampling
qty_hyphen_domain,0.0032909633661506155,-0.000890445887008414,50,random_undersampling
params_length,0.003205158916916266,-6.450401640338407e-05,51,random_undersampling
qty_asterisk_params,0.0022164065313397905,0.0011682339530259818,52,random_undersampling
qty_tilde_params,0.0016789363428728718,0.0008319744905131663,53,random_undersampling
qty_dollar_params,0.0016329989658763928,0.00038165884293245826,54,random_undersampling
tld_present_params,0.0016209682787363257,0.0004666857619610403,55,random_undersampling
qty_dot_params,0.0016156883707178038,-2.5251438392310375e-05,56,random_undersampling
qty_underline_params,0.0015840197446265114,0.00028247810580714756,57,random_undersampling
qty_exclamation_params,0.001523424315244882,0.00010841620770813396,58,random_undersampling
qty_at_params,0.0015106251232492286,0.0007457557274535336,59,random_undersampling
qty_plus_params,0.0014927831292005458,0.0006420149813517411,60,random_undersampling
qty_percent_params,0.0014826889390072485,0.0004963855522484927,61,random_undersampling
qty_equal_params,0.0013422256711892926,0.0008459015275826166,62,random_undersampling
qty_comma_params,0.0012858285109284848,0.000564492911340984,63,random_undersampling
qty_space_params,0.001265287165695823,0.0006573070038781611,64,random_undersampling
qty_hashtag_params,0.001235614712445231,0.0003297391097070289,65,random_undersampling
qty_and_params,0.0011874195478156363,0.0004327814248580497,66,random_undersampling
qty_tld_url,0.0011217297478317192,-0.0004618443995364449,67,random_undersampling
qty_params,0.0011178254195093492,0.0005402428816608385,68,random_undersampling
qty_slash_params,0.001039269886018832,0.0001518280005070902,69,random_undersampling
qty_questionmark_params,0.000953342824275862,8.671663429011285e-05,70,random_undersampling
qty_equal_url,0.0008611899165317922,0.00042984509597248776,71,random_undersampling
url_shortened,0.0007808242914526022,-0.0003563651316616684,72,random_undersampling
qty_hyphen_params,0.0007597468057726257,0.00017786531576038158,73,random_undersampling
qty_underline_url,0.00036372056171759436,-4.640692826844919e-05,74,random_undersampling
qty_percent_url,0.0002667622391371693,-6.6482139253216105e-06,75,random_undersampling
domain_in_ip,0.00016181160889874494,-0.000161661347988662,76,random_undersampling
qty_and_url,0.0001339795812628316,-3.164658695241581e-05,77,random_undersampling
qty_at_url,0.00012818396571789135,-1.924903793794619e-05,78,random_undersampling
qty_plus_url,6.841677140037296e-05,-1.132025475446536e-05,79,random_undersampling
email_in_url,5.077737549383081e-05,-2.5413638964467486e-05,80,random_undersampling
url_google_index,3.642240015504362e-05,-1.178940041216895e-06,81,random_undersampling
server_client_domain,3.597550943751186e-05,-5.578519011804684e-07,82,random_undersampling
domain_google_index,2.884672711906397e-05,-6.314893619567713e-06,83,random_undersampling
qty_questionmark_url,2.355890433021622e-05,-1.7363170743713072e-05,84,random_undersampling
qty_tilde_url,1.1611166152356735e-05,-9.668145976854354e-06,85,random_undersampling
qty_exclamation_url,1.1489588407452363e-05,4.140999622515667e-06,86,random_undersampling
qty_asterisk_url,9.443547960102009e-06,-9.443547960102009e-06,87,random_undersampling
qty_comma_url,5.123081135853855e-06,4.603594237734739e-06,88,random_undersampling
qty_underline_domain,3.845861018879384e-06,1.0042599983259986e-06,89,random_undersampling
qty_dollar_url,1.843289670998495e-06,-1.843289670998495e-06,90,random_undersampling
qty_space_url,1.726323128634953e-06,-1.3679193669255195e-06,91,random_undersampling
qty_hashtag_url,8.646042812430733e-07,-8.646042812430733e-07,92,random_undersampling
qty_at_domain,1.4643831972176283e-07,-1.4643831972176283e-07,93,random_undersampling
