config_id,dataset,imbalance_method,method_family,classifier,minority_ratio,seed,precision,recall,f1,mcc,balanced_accuracy,accuracy,roc_auc,pr_auc,tn,fp,fn,tp,cv_best_score,best_params,runtime_sec,train_size,test_size,train_phishing,test_phishing,train_phishing_pct,test_phishing_pct
urlphish__adasyn__decision_tree__rnative__s1,urlphish,adasyn,Data-level (synthetic),decision_tree,,1,0.8726968174204355,0.9156414762741651,0.8936535162950259,0.8758672572305677,0.9467452499412214,0.969,0.9630385931230756,0.8579717329520887,3355,76,48,521,0.893,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 10}",7.0,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__random_forest__rnative__s1,urlphish,adasyn,Data-level (synthetic),random_forest,,1,0.89,0.938488576449912,0.913601368691189,0.8992616802991367,0.9596261011074976,0.97475,0.9929916367821768,0.966980042671088,3365,66,35,534,0.9143,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 100}",49.8,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__svm__rnative__s1,urlphish,adasyn,Data-level (synthetic),svm,,1,0.7150395778364116,0.952548330404218,0.8168801808590805,0.7928968707213176,0.9447964619086086,0.93925,0.984968541249304,0.9362557969289887,3215,216,27,542,0.83,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",50.0,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__decision_tree__rnative__s1,urlphish,smoteenn,Hybrid,decision_tree,,1,0.825,0.9279437609841829,0.8734491315136476,0.8530520995640203,0.94765010841398,0.96175,0.94765010841398,0.7758036028119507,3319,112,41,528,0.868,"{""criterion"": ""gini"", ""max_depth"": 20, ""min_samples_split"": 2}",34.1,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__random_forest__rnative__s1,urlphish,smoteenn,Hybrid,random_forest,,1,0.8445839874411303,0.945518453427065,0.8922056384742951,0.8750713535931915,0.9583319460373448,0.9675,0.991577619338616,0.9635147484314406,3332,99,31,538,0.8978,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 100}",57.2,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__svm__rnative__s1,urlphish,smoteenn,Hybrid,svm,,1,0.8058823529411765,0.9630931458699472,0.8775020016012811,0.8598178638063608,0.9623101987000569,0.96175,0.9894685025757604,0.9373006650476408,3299,132,21,548,0.8789,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",29.4,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__decision_tree__rnative__s1,urlphish,smotetomek,Hybrid,decision_tree,,1,0.8592964824120602,0.9015817223198594,0.8799313893653515,0.8597991268891896,0.9385495321013462,0.965,0.953301055864574,0.844228203683111,3347,84,56,513,0.8749,"{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_split"": 10}",34.2,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__random_forest__rnative__s1,urlphish,smotetomek,Hybrid,random_forest,,1,0.9063032367972744,0.9349736379613356,0.9204152249134948,0.907126857687516,0.9594716630494524,0.977,0.993374786591191,0.975154085642086,3376,55,37,532,0.9138,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",63.9,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__svm__rnative__s1,urlphish,smotetomek,Hybrid,svm,,1,0.838006230529595,0.945518453427065,0.8885218827415358,0.8709190123290642,0.9576032954981434,0.96625,0.9903792517207166,0.951642784980195,3327,104,31,538,0.8898,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",39.1,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__decision_tree__rnative__s1,urlphish,cost_sensitive,Algorithm-level,decision_tree,,1,0.859375,0.8699472759226714,0.8646288209606987,0.8420400060598284,0.9231694992262732,0.96125,0.9238594762219176,0.7758306933344099,3350,81,74,495,0.8672,"{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_split"": 2}",3.2,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__random_forest__rnative__s1,urlphish,cost_sensitive,Algorithm-level,random_forest,,1,0.9395604395604396,0.9015817223198594,0.9201793721973096,0.9075197901173684,0.9459817676012006,0.97775,0.9935066864251764,0.9729736334754522,3398,33,56,513,0.9029,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",20.3,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__svm__rnative__s1,urlphish,cost_sensitive,Algorithm-level,svm,,1,0.8289676425269645,0.945518453427065,0.883415435139573,0.865180731400728,0.9565831847432614,0.9645,0.9909949550234372,0.9545117217824975,3320,111,31,538,0.8947,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",13.4,16000,4000,2278,569,14.24,14.22
urlphish__none__decision_tree__rnative__s2,urlphish,none,Baseline,decision_tree,,2,0.904494382022472,0.8488576449912126,0.8757932910244787,0.8565329619859323,0.916996586995752,0.96575,0.9650675455208098,0.8950146485028365,3380,51,86,483,0.8718,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 10}",4.7,16000,4000,2278,569,14.24,14.22
urlphish__none__random_forest__rnative__s2,urlphish,none,Baseline,random_forest,,2,0.9476635514018692,0.8910369068541301,0.9184782608695652,0.9060198299816746,0.9414380104075372,0.9775,0.990378483372169,0.968902125534778,3403,28,62,507,0.8969,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",19.9,16000,4000,2278,569,14.24,14.22
urlphish__none__svm__rnative__s2,urlphish,none,Baseline,svm,,2,0.9314814814814816,0.8840070298769771,0.9071235347159604,0.8925996866014787,0.9366115009483982,0.97425,0.9889337319867086,0.9511907765191316,3394,37,66,503,0.9,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",10.7,16000,4000,2278,569,14.24,14.22
urlphish__random_oversampling__decision_tree__rnative__s2,urlphish,random_oversampling,Data-level (resampling),decision_tree,,2,0.8859180035650623,0.8734622144112478,0.8796460176991151,0.8598801788564316,0.927404380303846,0.966,0.9283545713409064,0.8055491531639858,3367,64,72,497,0.8572,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",3.8,16000,4000,2278,569,14.24,14.22
urlphish__random_oversampling__random_forest__rnative__s2,urlphish,random_oversampling,Data-level (resampling),random_forest,,2,0.9015817223198594,0.9015817223198594,0.9015817223198594,0.8852599502417481,0.942629975120874,0.972,0.992094461794893,0.96821381676815,3375,56,56,513,0.8872,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",31.4,16000,4000,2278,569,14.24,14.22
urlphish__random_oversampling__svm__rnative__s2,urlphish,random_oversampling,Data-level (resampling),svm,,2,0.8184568835098336,0.9507908611599296,0.8796747967479676,0.8613221319783615,0.9579078176391314,0.963,0.9871701159540404,0.926297401896234,3311,120,28,541,0.864,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",35.1,16000,4000,2278,569,14.24,14.22
urlphish__random_undersampling__decision_tree__rnative__s2,urlphish,random_undersampling,Data-level (resampling),decision_tree,,2,0.7341772151898734,0.9173989455184536,0.8156249999999999,0.7878883353655557,0.931156482377414,0.941,0.9531166522131768,0.7914284461895043,3242,189,47,522,0.7939,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 10}",2.8,16000,4000,2278,569,14.24,14.22
urlphish__random_undersampling__random_forest__rnative__s2,urlphish,random_undersampling,Data-level (resampling),random_forest,,2,0.7600554785020804,0.9630931458699472,0.8496124031007752,0.829358267485371,0.9563352642786052,0.9515,0.992494515271952,0.967564690422842,3258,173,21,548,0.8258,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",11.1,16000,4000,2278,569,14.24,14.22
urlphish__random_undersampling__svm__rnative__s2,urlphish,random_undersampling,Data-level (resampling),svm,,2,0.7611111111111111,0.9630931458699472,0.8502715283165244,0.8300724849146853,0.9564809943864456,0.95175,0.9861866298132554,0.9217703920356446,3259,172,21,548,0.8398,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.5,16000,4000,2278,569,14.24,14.22
urlphish__smote__decision_tree__rnative__s2,urlphish,smote,Data-level (synthetic),decision_tree,,2,0.8462837837837838,0.8804920913884007,0.8630490956072351,0.8400363111082634,0.926984605880735,0.96025,0.9282728702786902,0.7646226333379232,3340,91,68,501,0.8603,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",5.2,16000,4000,2278,569,14.24,14.22
urlphish__smote__random_forest__rnative__s2,urlphish,smote,Data-level (synthetic),random_forest,,2,0.9102112676056338,0.9086115992970124,0.9094107299912048,0.8944031995752051,0.946873564148652,0.97425,0.9915955474713904,0.9686155822760508,3380,51,52,517,0.8931,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",42.9,16000,4000,2278,569,14.24,14.22
urlphish__smote__svm__rnative__s2,urlphish,smote,Data-level (synthetic),svm,,2,0.8348765432098766,0.9507908611599296,0.8890714872637634,0.8718226099251333,0.9598023090410548,0.96625,0.9867838927508364,0.9235320032566304,3324,107,28,541,0.8704,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",33.4,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__decision_tree__rnative__s2,urlphish,adasyn,Data-level (synthetic),decision_tree,,2,0.8605042016806723,0.8998242530755711,0.879725085910653,0.8595508993747158,0.9378165275870424,0.965,0.9394274983749428,0.7936902882125254,3348,83,57,512,0.8506,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",7.2,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__random_forest__rnative__s2,urlphish,adasyn,Data-level (synthetic),random_forest,,2,0.8970840480274442,0.9191564147627416,0.9079861111111112,0.8925997658563292,0.950834400910954,0.9735,0.9909224741437908,0.9584304232637668,3371,60,46,523,0.8886,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 100}",49.8,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__svm__rnative__s2,urlphish,adasyn,Data-level (synthetic),svm,,2,0.6877370417193426,0.9560632688927944,0.7999999999999999,0.7753205952158239,0.942036297809848,0.932,0.9802155371345416,0.89617972528745,3184,247,25,544,0.7801,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",56.9,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__decision_tree__rnative__s2,urlphish,smoteenn,Hybrid,decision_tree,,2,0.7981790591805766,0.9244288224956064,0.8566775244299675,0.8339784721750678,0.942832306905046,0.956,0.942832306905046,0.7486097278189514,3298,133,43,526,0.8504,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",34.0,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__random_forest__rnative__s2,urlphish,smoteenn,Hybrid,random_forest,,2,0.85,0.9261862917398944,0.8864592094196804,0.8677824680296953,0.9495402458408012,0.96625,0.9894049857625016,0.9622696541798847,3338,93,42,527,0.8743,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 100}",57.1,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__svm__rnative__s2,urlphish,smoteenn,Hybrid,svm,,2,0.7918486171761281,0.9560632688927944,0.8662420382165605,0.8468495116620613,0.9571922290252372,0.958,0.9866322719707986,0.9165193214538978,3288,143,25,544,0.8548,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",31.1,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__decision_tree__rnative__s2,urlphish,smotetomek,Hybrid,decision_tree,,2,0.8632478632478633,0.8875219683655536,0.8752166377816292,0.8542993103673795,0.9321025755555544,0.964,0.93337444851783,0.7846873436522437,3351,80,64,505,0.8656,"{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_split"": 2}",33.9,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__random_forest__rnative__s2,urlphish,smotetomek,Hybrid,random_forest,,2,0.9040139616055848,0.9103690685413004,0.9071803852889666,0.89173164870402,0.9471693783394348,0.9735,0.991564301297126,0.9682102155780936,3376,55,51,518,0.8925,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",63.9,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__svm__rnative__s2,urlphish,smotetomek,Hybrid,svm,,2,0.8361669242658424,0.9507908611599296,0.8898026315789475,0.8726424640268209,0.9599480391488951,0.9665,0.98655236372186,0.923121053269218,3325,106,28,541,0.8698,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",43.1,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__decision_tree__rnative__s2,urlphish,cost_sensitive,Algorithm-level,decision_tree,,2,0.8685121107266436,0.8822495606326889,0.8753269398430689,0.8544975133150773,0.9300492921204832,0.96425,0.9311890091325908,0.7978598402779715,3355,76,67,502,0.8611,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",3.3,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__random_forest__rnative__s2,urlphish,cost_sensitive,Algorithm-level,random_forest,,2,0.9488636363636364,0.8804920913884007,0.9134001823154057,0.9005050691387724,0.9363113327825128,0.97625,0.992155929678692,0.9688369326265192,3404,27,68,501,0.8914,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",20.3,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__svm__rnative__s2,urlphish,cost_sensitive,Algorithm-level,svm,,2,0.8424336973478939,0.9490333919156416,0.8925619834710744,0.875647892263865,0.9597979550659526,0.9675,0.987393961497542,0.9253389009114384,3330,101,29,540,0.8759,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",15.2,16000,4000,2278,569,14.24,14.22
urlphish__none__decision_tree__rnative__s42,urlphish,none,Baseline,decision_tree,,42,0.8973880597014925,0.8453427065026362,0.8705882352941177,0.8503805374070461,0.9146561973201028,0.96425,0.9379707095289048,0.8458758577292756,3376,55,88,481,0.8728,"{""criterion"": ""entropy"", ""max_depth"": 10, ""min_samples_split"": 2}",4.6,16000,4000,2278,569,14.24,14.22
urlphish__none__random_forest__rnative__s42,urlphish,none,Baseline,random_forest,,42,0.9611650485436892,0.8699472759226714,0.9132841328413284,0.901227788414387,0.93205903580453,0.9765,0.9863093094646712,0.9666479652140108,3411,20,74,495,0.9064,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",20.5,16000,4000,2278,569,14.24,14.22
urlphish__none__svm__rnative__s42,urlphish,none,Baseline,svm,,42,0.947565543071161,0.8892794376098418,0.9174977334542158,0.9049319663201082,0.9405592757853932,0.97725,0.98770565489164,0.9675281116532428,3403,28,63,506,0.917,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",10.2,16000,4000,2278,569,14.24,14.22
urlphish__random_oversampling__decision_tree__rnative__s42,urlphish,random_oversampling,Data-level (resampling),decision_tree,,42,0.8988970588235294,0.859402460456942,0.8787061994609164,0.8594080756111144,0.9216860742972556,0.96625,0.9217111736831402,0.7953649504860603,3376,55,80,489,0.8706,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",3.7,16000,4000,2278,569,14.24,14.22
urlphish__random_oversampling__random_forest__rnative__s42,urlphish,random_oversampling,Data-level (resampling),random_forest,,42,0.9404096834264432,0.8875219683655536,0.9132007233273056,0.8997962588479211,0.9390976207318878,0.976,0.9865874516388616,0.9612915903746072,3399,32,64,505,0.9033,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",30.9,16000,4000,2278,569,14.24,14.22
urlphish__random_oversampling__svm__rnative__s42,urlphish,random_oversampling,Data-level (resampling),svm,,42,0.8367346938775511,0.936731107205624,0.8839137645107795,0.8652915450316596,0.9532096223874228,0.965,0.9861443706431436,0.955507431650758,3327,104,36,533,0.8783,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",32.8,16000,4000,2278,569,14.24,14.22
urlphish__random_undersampling__decision_tree__rnative__s42,urlphish,random_undersampling,Data-level (resampling),decision_tree,,42,0.7131147540983607,0.9173989455184536,0.8024596464258262,0.7734660318874206,0.928096150112768,0.93575,0.9549563347520464,0.7485618467142536,3221,210,47,522,0.8015,"{""criterion"": ""gini"", ""max_depth"": 10, ""min_samples_split"": 10}",2.7,16000,4000,2278,569,14.24,14.22
urlphish__random_undersampling__random_forest__rnative__s42,urlphish,random_undersampling,Data-level (resampling),random_forest,,42,0.787701317715959,0.945518453427065,0.8594249201277955,0.8384836663090749,0.951628361076692,0.956,0.9875309836551774,0.9617956314550112,3286,145,31,538,0.8416,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",10.5,16000,4000,2278,569,14.24,14.22
urlphish__random_undersampling__svm__rnative__s42,urlphish,random_undersampling,Data-level (resampling),svm,,42,0.788235294117647,0.9420035149384886,0.8582866293034428,0.836953914583775,0.950016621940244,0.95575,0.9855778416474624,0.9483289761791404,3287,144,33,536,0.8572,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",4.4,16000,4000,2278,569,14.24,14.22
urlphish__smote__decision_tree__rnative__s42,urlphish,smote,Data-level (synthetic),decision_tree,,42,0.8926654740608229,0.8769771528998243,0.8847517730496454,0.8658822712230008,0.9297447699794954,0.9675,0.943525613411063,0.8384699396110246,3371,60,70,499,0.873,"{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_split"": 10}",5.1,16000,4000,2278,569,14.24,14.22
urlphish__smote__random_forest__rnative__s42,urlphish,smote,Data-level (synthetic),random_forest,,42,0.9309090909090908,0.8998242530755711,0.9151027703306523,0.901476915686092,0.9443743824398548,0.97625,0.9875617175970772,0.966440795492622,3393,38,57,512,0.9038,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",42.2,16000,4000,2278,569,14.24,14.22
urlphish__smote__svm__rnative__s42,urlphish,smote,Data-level (synthetic),svm,,42,0.8380952380952381,0.9279437609841829,0.8807339449541285,0.8613139535042023,0.9491074094923828,0.96425,0.9858196153237384,0.9551129431505336,3329,102,41,528,0.8865,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",30.4,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__decision_tree__rnative__s42,urlphish,adasyn,Data-level (synthetic),decision_tree,,42,0.8640275387263339,0.8822495606326889,0.8730434782608694,0.8517955715322284,0.9296121017969624,0.9635,0.9293890246020082,0.7790379164158516,3352,79,67,502,0.867,"{""criterion"": ""gini"", ""max_depth"": null, ""min_samples_split"": 2}",7.2,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__random_forest__rnative__s42,urlphish,adasyn,Data-level (synthetic),random_forest,,42,0.9236234458259324,0.9138840070298768,0.9187279151943464,0.9053501513866188,0.9506756088778064,0.977,0.987491541763073,0.95905189184313,3388,43,49,520,0.901,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",51.2,16000,4000,2278,569,14.24,14.22
urlphish__adasyn__svm__rnative__s42,urlphish,adasyn,Data-level (synthetic),svm,,42,0.7436619718309859,0.9279437609841829,0.8256450351837373,0.7998283496486404,0.9374490008651604,0.94425,0.9815778191092384,0.9352718842224816,3249,182,41,528,0.817,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",50.7,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__decision_tree__rnative__s42,urlphish,smoteenn,Hybrid,decision_tree,,42,0.8357487922705314,0.9121265377855888,0.8722689075630251,0.8511202283262632,0.9411987978930858,0.962,0.9411987978930856,0.774808652352207,3329,102,50,519,0.8681,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",33.8,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__random_forest__rnative__s42,urlphish,smoteenn,Hybrid,random_forest,,42,0.888507718696398,0.9103690685413004,0.8993055555555556,0.8824581598002648,0.945712077261032,0.971,0.983688728685371,0.9573477458310684,3366,65,51,518,0.8889,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 100}",56.5,16000,4000,2278,569,14.24,14.22
urlphish__smoteenn__svm__rnative__s42,urlphish,smoteenn,Hybrid,svm,,42,0.8129713423831071,0.9472759226713532,0.875,0.8558827744121023,0.955567427963482,0.9615,0.9849037438551324,0.945316428793696,3307,124,30,539,0.8716,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",30.2,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__decision_tree__rnative__s42,urlphish,smotetomek,Hybrid,decision_tree,,42,0.8884955752212389,0.8822495606326889,0.8853615520282186,0.866435267101162,0.9319437835224068,0.9675,0.9412361908557304,0.8354269735643327,3368,63,67,502,0.8712,"{""criterion"": ""entropy"", ""max_depth"": 20, ""min_samples_split"": 10}",34.0,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__random_forest__rnative__s42,urlphish,smotetomek,Hybrid,random_forest,,42,0.936131386861314,0.9015817223198594,0.918531781557744,0.9055324219371088,0.94569030738552,0.97725,0.9890745958870816,0.966777207417462,3396,35,56,513,0.9021,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""n_estimators"": 300}",63.1,16000,4000,2278,569,14.24,14.22
urlphish__smotetomek__svm__rnative__s42,urlphish,smotetomek,Hybrid,svm,,42,0.8394276629570747,0.9279437609841829,0.8814691151919866,0.862150153303336,0.9492531396002232,0.9645,0.9857361214482449,0.954996471432922,3330,101,41,528,0.8867,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",39.7,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__decision_tree__rnative__s42,urlphish,cost_sensitive,Algorithm-level,decision_tree,,42,0.8929219600725953,0.8646748681898067,0.8785714285714284,0.8589599113251657,0.9237393577323268,0.966,0.9239201757571692,0.795563932754352,3372,59,77,492,0.8651,"{""criterion"": ""entropy"", ""max_depth"": null, ""min_samples_split"": 2}",3.2,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__random_forest__rnative__s42,urlphish,cost_sensitive,Algorithm-level,random_forest,,42,0.9607843137254902,0.8611599297012302,0.9082483781278964,0.8957828919280819,0.9276653626938096,0.97525,0.9857520006515595,0.96471811799602,3411,20,79,490,0.9027,"{""max_depth"": null, ""max_features"": ""sqrt"", ""n_estimators"": 300}",20.2,16000,4000,2278,569,14.24,14.22
urlphish__cost_sensitive__svm__rnative__s42,urlphish,cost_sensitive,Algorithm-level,svm,,42,0.8505564387917329,0.9402460456942004,0.8931552587646077,0.8759123208277992,0.956424392710114,0.968,0.9859374287676868,0.9568704649196526,3337,94,34,535,0.8885,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",14.1,16000,4000,2278,569,14.24,14.22
